Bar0, 1.60757
Bar1, 3.02600
Bar2, 11.53664
Bar3, 16.35934
Bar4, 17.49409
Bar5, 19.00709
Bar6, 15.03546
Bar7, 18.91253
Bar8, 20.61466
Bar9, 26.38298
