Bar0, 0.94563
Bar1, 2.64775
Bar2, 15.13002
Bar3, 14.65721
Bar4, 15.31915
Bar5, 15.50827
Bar6, 14.75177
Bar7, 14.27896
Bar8, 13.71158
Bar9, 8.69976
Bar10, 7.65957
